"id","source","section","page","chunkIndex","totalChunksOnPage","text","sourceUrl","catalogUrl","extractedAt"
"dgs_ecatalog-p104-c3","dgs_ecatalog","A","104","3","4","Receiver, with Fritted Disc˙玻璃濾片˙需配合濾紙使用粉體漏斗 KIMBLEFunnel, Filling, Powder˙KG-33硼矽酸玻璃材質˙漏斗腳寬短,適用於粉狀固體˙漏斗壁厚度一致,可耐化學溶劑侵蝕,堅固耐用˙腳長35mm貨號 OD(mm) 腳徑mm 價格eaAK29020-00060AK29020-00080AK29020-00100AK29020-00125AK29020-0015060801001251501315181919粉體漏斗 PP VITLABPowder Funnel, PP˙PP材質,可耐120℃高壓滅菌˙漏斗錐部為60°角˙漏斗腳短寬,適用於粉狀固體,亦適用於化學溶劑貨號 OD(mm) 腳徑x腳長xH(mm) ea/pk 價格eaBV-70794BV-70894BV-70994BV-71094BV-71194658010012015015x25x6821x25x7522x20x9426x20x11028x22x138101010105塑膠漏斗 PP VITLABFunnel, PP˙PP材質,可耐120℃高壓滅菌˙漏斗錐部為60°角貨號 OD(mm) 腳徑x腳長x","https://ec.dgs.com.tw/catalog/files/basic-html/page104.html","https://ec.dgs.com.tw/catalog/catalog.html#p=104","2026-02-24T05:56:40.562Z"
"dgs_ecatalog-p104-c4","dgs_ecatalog","A","104","4","4","20x11028x22x138101010105塑膠漏斗 PP VITLABFunnel, PP˙PP材質,可耐120℃高壓滅菌˙漏斗錐部為60°角貨號 OD(mm) 腳徑x腳長xH(mm) ea/pk 價格eaBV-40894BV-41094BV-41194BV-41294BV-41394BV-41494BV-41594BV-4169430304050751001201502x25x454x25x474x35x657x43x857x55x1108x77x15511x90x18015x95x2202424242412121212A基礎實驗器材A-092 以上價格與規格僅供參考 , 請以實際報價為主 漏斗","https://ec.dgs.com.tw/catalog/files/basic-html/page104.html","https://ec.dgs.com.tw/catalog/catalog.html#p=104","2026-02-24T05:56:40.562Z"
"dgs_ecatalog-p105-c1","dgs_ecatalog","A","105","1","4","貨號 OD(mm) 腳徑xH(mm) 價格BV-41794CBV-41894CBV-41994CBV-42294CBV-42393CBV-420992002503504004305022x20030x26035x44042x36537x420不鏽鋼濾網/鋁大型漏斗 PP VITLABLarge Funnel, PP, with Filter˙PP材質˙直徑400mm(含)以上為HDPE材質˙附不鏽鋼/鋁混合材質濾網螺旋快速漏斗 TPXBel-ArtUrbanti Funnels, TPX˙TPX(PMP)材質˙螺旋溝加快液體流速˙使用時,螺旋溝可防止氣體卡於濾紙與漏斗之間˙可承受溫度為177°C˙可耐高溫高壓滅菌121°C貨號 ID(mm)腳IDxODx腳長xH(mm)濾紙mm價格eaBB-146400000BB-146420000BB-146440000BB-146460000BB-146480000BB-1465000005170701001401963x8x150x196 3x8x150x2067x10x70x1357x10x108x19410x16x132x25420x26x160x31675/90110/12511","https://ec.dgs.com.tw/catalog/files/basic-html/page105.html","https://ec.dgs.com.tw/catalog/catalog.html#p=105","2026-02-24T05:56:40.562Z"
"dgs_ecatalog-p105-c2","dgs_ecatalog","A","105","2","4","01963x8x150x196 3x8x150x2067x10x70x1357x10x108x19410x16x132x25420x26x160x31675/90110/125110/125150/185240/270320/385貨號 OD(mm) 腳下徑xH(mm) 價格eaCN3016-13CN3016-14CN3016-15CN3016-16CN3016-18759012015021010x10711x12415.5x19413x21417.5x326螺旋快速漏斗 SANPLATECUrbanti Funnel, PP˙螺旋溝加快液體流速˙當使用濾紙時,螺旋溝可防止氣體卡於濾紙與漏斗間,加快流速不鏽鋼廣口漏斗 日製Funnel, Filling, SS˙SUS304不鏽鋼材質˙漏斗腳寬短,適用液體及粉狀固體貨號 OD(mm) 腳徑mm 價格eaC8FS-OM1062 155 38貨號 ODx管徑mm 價格eaC8FS-21001C8FS-21002C8FS-21003C8FS-21004C8FS-21005C8FS-2100680x12100x15120x15150x15180x20200x25不鏽鋼漏斗 日製S.S","https://ec.dgs.com.tw/catalog/files/basic-html/page105.html","https://ec.dgs.com.tw/catalog/catalog.html#p=105","2026-02-24T05:56:40.562Z"
"dgs_ecatalog-p105-c3","dgs_ecatalog","A","105","3","4","1002C8FS-21003C8FS-21004C8FS-21005C8FS-2100680x12100x15120x15150x15180x20200x25不鏽鋼漏斗 日製S.S. Funnel˙SUS304不鏽鋼製梨型分液漏斗 PE塞KIMBLEFunnel, Separatory, Pear-Shaped, PTFE Stopcock˙KG-33硼矽酸玻璃材質˙附PE塑膠磨砂塞,PTFE活栓˙腳長60mm貨號 容量mL 磨砂塞 價格eaAK29049F-00125AK29049F-00250AK29049F-00500AK29049F-01000AK29049F-0200012525050010002000#22#22#27#27#38茶色梨型分液漏斗 PTFE塞 KIMBLEFunnel, Separatory, Pear-Shaped, RAY-SORB, PTFE Stopcock˙KG-33硼矽酸玻璃材質˙瓶塞與活栓皆為PTFE材質˙250mL以下瓶塞為#22˙500mL以下瓶塞為#27˙RAY-SORB材質可保護量瓶 中之物質免於短波光之侵害˙腳長60mm貨號 容量mL 磨砂塞 價格eaAK29052F-00","https://ec.dgs.com.tw/catalog/files/basic-html/page105.html","https://ec.dgs.com.tw/catalog/catalog.html#p=105","2026-02-24T05:56:40.562Z"
"dgs_ecatalog-p105-c4","dgs_ecatalog","A","105","4","4","250mL以下瓶塞為#22˙500mL以下瓶塞為#27˙RAY-SORB材質可保護量瓶 中之物質免於短波光之侵害˙腳長60mm貨號 容量mL 磨砂塞 價格eaAK29052F-00125AK29052F-00250AK29052F-00500125250500#22#22#27A基礎實驗器材以上價格與規格僅供參考 , 請以實際報價為主 A-093分液漏斗","https://ec.dgs.com.tw/catalog/files/basic-html/page105.html","https://ec.dgs.com.tw/catalog/catalog.html#p=105","2026-02-24T05:56:40.562Z"
"dgs_ecatalog-p106-c1","dgs_ecatalog","A","106","1","4","梨型分液漏斗 玻璃塞SYNTHWAREFunnel, Separatory, Pear-Shaped, PTFE Stopcock˙附玻璃磨砂塞,PTFE活栓˙經由活栓之開關與大口徑之腳徑, 使液體流經漏斗腳時可完整的被 分離,凸顯其分液效果貨號 容量mL 活栓孔徑mm 磨砂塞 價格eaASG-F471330AASG-F471660AASG-F472125AASG-F472250AASG-F477500AASG-F477000A30601252505001000222444#13#16#22#22#27#27梨型分液漏斗 玻璃塞Funnel, Separatory, Pear-Shaped, PTFE Stopcock˙附玻璃磨砂塞,PTFE活栓˙經由活栓之開關與大口徑之腳徑, 使液體流經漏斗腳時可完整的被 分離,凸顯其分液效果貨號 容量mL 磨砂塞 價格eaDG29048F-02000DG29048F-03000DG29048F-04000DG29048F-05000200030004000500029/3234/4045/5040/40梨型分液漏斗 PTFE塞SYNTHWAREFunnel, Separatory, Pe","https://ec.dgs.com.tw/catalog/files/basic-html/page106.html","https://ec.dgs.com.tw/catalog/catalog.html#p=106","2026-02-24T05:56:40.562Z"
"dgs_ecatalog-p106-c2","dgs_ecatalog","A","106","2","4","9048F-05000200030004000500029/3234/4045/5040/40梨型分液漏斗 PTFE塞SYNTHWAREFunnel, Separatory, Pear-Shaped, PTFE Stopcock˙附PTFE塞,PTFE活栓˙經由活栓之開關與大口徑之腳徑, 使液體流經漏斗腳時可完整的被分 離,凸顯其分液效果貨號 容量mL 活栓孔徑mm 磨砂塞 價格eaASG-F471330ASG-F471660ASG-F472125ASG-F472250ASG-F477500ASG-F47700030601252505001000222444#13#16#22#22#27#27梨型分液漏斗 玻璃塞 經濟型Funnel, Separatory, Pear-Shaped˙附玻璃磨砂塞,PTFE活栓或玻璃栓˙經由活栓之開關與大口徑之腳徑, 使液體流經漏斗腳時可完整的被 分離,凸顯其分液效果貨號 容量mL 活栓材質 價格eaDG1543-03DG1543-05DG1543-10DG1543-15DG1543-20DG1543-50DG1543-55DG1543-60DG1543-65DG1543-7060125250","https://ec.dgs.com.tw/catalog/files/basic-html/page106.html","https://ec.dgs.com.tw/catalog/catalog.html#p=106","2026-02-24T05:56:40.562Z"
"dgs_ecatalog-p106-c3","dgs_ecatalog","A","106","3","4","3DG1543-05DG1543-10DG1543-15DG1543-20DG1543-50DG1543-55DG1543-60DG1543-65DG1543-70601252505001000601252505001000玻璃栓玻璃栓玻璃栓玻璃栓玻璃栓TF栓TF栓TF栓TF栓TF栓球型分液漏斗 經濟型Funnel, Separatory˙附玻璃磨砂塞,PTFE活栓或玻璃栓˙經由活栓之開關與大口徑之腳徑, 使液體流經漏斗腳時可完整的被 分離,凸顯其分液效果貨號 容量mL 活栓材質 價格eaDG1542-05DG1542-10DG1542-15DG1542-20DG1542-25DG1542-55DG1542-60DG1542-65DG1542-70DG1542-75601252505001000601252505001000玻璃栓玻璃栓玻璃栓玻璃栓玻璃栓TF栓TF栓TF栓TF栓TF栓直筒型等壓分液漏斗SYNTHWAREFunnel, Separatory, Addition, PTFE Stopcock˙PTFE活栓˙附等壓管,使分液漏斗與接收瓶內部空氣對流˙附刻度,不附蓋貨號 容量mL 活栓孔徑mm 上下磨口 價格eaAS","https://ec.dgs.com.tw/catalog/files/basic-html/page106.html","https://ec.dgs.com.tw/catalog/catalog.html#p=106","2026-02-24T05:56:40.562Z"
"dgs_ecatalog-p106-c4","dgs_ecatalog","A","106","4","4","ory, Addition, PTFE Stopcock˙PTFE活栓˙附等壓管,使分液漏斗與接收瓶內部空氣對流˙附刻度,不附蓋貨號 容量mL 活栓孔徑mm 上下磨口 價格eaASG-F622460ASG-F624125ASG-F624250ASG-F624500ASG-F62241L6012525050010002224424/4024/4024/4024/4024/40A基礎實驗器材A-094 以上價格與規格僅供參考 , 請以實際報價為主 分液漏斗","https://ec.dgs.com.tw/catalog/files/basic-html/page106.html","https://ec.dgs.com.tw/catalog/catalog.html#p=106","2026-02-24T05:56:40.562Z"
"dgs_ecatalog-p107-c1","dgs_ecatalog","A","107","1","3","貨號 容量mL 活栓孔徑mm 上下磨口 價格eaASG-F674125ASG-F6742501252502224/4024/40等壓分液漏斗 雙活栓 SYNTHWAREFunnel, Pressure Equalizing, Two PTFE Stopcocks˙PTFE活栓˙雙活栓˙附刻度,不附蓋直筒型分液漏斗 台製Funnel, Separatory, Cylindrical, PTFE Stopcock˙加工品˙附玻璃磨砂塞,PTFE活栓˙腳長60mm貨號 容量mL 活栓# 磨砂塞 價格eaDG29033F-00060DG29033F-00125DG29033F-00250DG29033F-00500DG29033F-0100060125250500100022244#16#22#22#27#27乳脂瓶 KIMBLEBabcock Bottles˙KG-33硼矽酸玻璃製成˙茶色刻度於瓶頸˙可置於乳脂測試專用離心機使用˙用於測量各式乳製品的乳脂肪比例˙尺寸37x165mm乳酪用 冰淇淋用 脫脂牛奶 牛乳用 奶油用貨號 乳脂率% 容量mL 誤差±mL 規格 價格eaAK509-00050AK516-00020AK530-5","https://ec.dgs.com.tw/catalog/files/basic-html/page107.html","https://ec.dgs.com.tw/catalog/catalog.html#p=107","2026-02-24T05:56:40.562Z"
"dgs_ecatalog-p107-c2","dgs_ecatalog","A","107","2","3","肪比例˙尺寸37x165mm乳酪用 冰淇淋用 脫脂牛奶 牛乳用 奶油用貨號 乳脂率% 容量mL 誤差±mL 規格 價格eaAK509-00050AK516-00020AK530-50100AK1003S-00008AK2085S-0005050/0.520/0.20.5/0.018/0.150/0.55/0.052/0.020.1/0.0021.6/0.025/0.050.250.20.0250.0080.25乳酪用冰淇淋用脫脂牛奶牛乳用奶油用方型稀釋瓶 KIMBLEBottle, Milk Dilution, Square, Screw-Cap˙KG-35硼矽酸玻璃製成˙標示區為琺瑯材質˙瓶蓋與瓶身皆可高壓滅菌121℃˙依美國公共衛生協會頒布之乳製 品檢查標準程序設計˙尺寸45x45x150mm貨號 容量mL 描述 ea/bx 價格eaAK14915-00160AK14925-00160AK14255-00028160160 99mL處刻劃一線28-400蓋子4848150方型血清瓶 KIMBLEBottle, Sample and Serum, Square, Screw-Cap˙KG-35硼矽酸玻璃製成˙適用水採樣,牛","https://ec.dgs.com.tw/catalog/files/basic-html/page107.html","https://ec.dgs.com.tw/catalog/catalog.html#p=107","2026-02-24T05:56:40.562Z"
"dgs_ecatalog-p107-c3","dgs_ecatalog","A","107","3","3","8-400蓋子4848150方型血清瓶 KIMBLEBottle, Sample and Serum, Square, Screw-Cap˙KG-35硼矽酸玻璃製成˙適用水採樣,牛乳稀釋,組織培養 等實驗˙瓶蓋與瓶身皆可高壓滅菌121°C˙尺寸50x50x160mm貨號 容量mL 描述 ea/bx 價格eaAK14250-00200AK14255-00028200 血清瓶28-400蓋子48150牛乳吸管 KIMBLEPipet, Milk Test, 17.6mL貨號 容量mL 誤差±mL 價格eaAK3005S-00176 17.6 0.05 ˙KG-33硼矽酸玻璃製成˙標示量為17.6mL之容量,約為18公克之牛乳˙吸管附橡膠墊圈˙墊圈表面之凹槽有助管內空氣之對流˙長度330mmA基礎實驗器材以上價格與規格僅供參考 , 請以實際報價為主 A-095乳脂瓶","https://ec.dgs.com.tw/catalog/files/basic-html/page107.html","https://ec.dgs.com.tw/catalog/catalog.html#p=107","2026-02-24T05:56:40.562Z"
"dgs_ecatalog-p108-c1","dgs_ecatalog","A","108","1","3","塑膠沉澱管 SAN KartellSedimentation Cone, SAN˙SAN材質,清澈透明˙英霍夫錐形管形式(IMHOFF CONE)˙附刻度,管尖為螺蓋,利於清洗˙適用於測定水中沉降物體積˙不含沉澱管架˙管口直徑125mm,長度480mm貨號 容量mL 刻度mL 價格eaBK-1055 1000 0~2/0.12~10/0.510~40/140~100/2100~1000/50 塑膠沉澱管 SAN Bel-ArtImhoff Cone, SAN˙SAN材質,清澈透明˙附刻度,尖端為螺蓋,利於清洗˙適用於量測水中沉降物體積˙可搭配沉澱管架使用貨號 容量mL 刻度mL ODxH(mm) 價格eaBB-389900000 1000 0~2/0.12~10/0.510~40/140~100/2100~1000/50120x500塑膠沉澱管架 PMMAKartellSedimentation Cone Rack, PMMA˙PMMA材質˙可放置2支沉澱管˙本架不含沉澱管貨號 孔 LxWxH(mm) 價格eaBK-1056 2 300x150x294沉澱管架 Bel-ArtRack, Imhoff Cone貨號 孔數 Lx","https://ec.dgs.com.tw/catalog/files/basic-html/page108.html","https://ec.dgs.com.tw/catalog/catalog.html#p=108","2026-02-24T05:56:40.562Z"
"dgs_ecatalog-p108-c2","dgs_ecatalog","A","108","2","3","2支沉澱管˙本架不含沉澱管貨號 孔 LxWxH(mm) 價格eaBK-1056 2 300x150x294沉澱管架 Bel-ArtRack, Imhoff Cone貨號 孔數 LxWxH(mm) 價格eaBB-389930003BB-38993000434445x171x406577x171x406˙鐵披覆環氧樹酯材質˙可放置塑膠沉澱管,以利觀察˙環氧樹酯塗層,耐用易清潔玻璃黏度管KIMBLETube Viscometer˙Cannon-Fenske式黏度管,依照ASTM標準D445,使用KG-33硼矽酸玻璃製成,具黑色刻線˙用於測量液體之動黏度˙動黏度係數cSt=概略常數(C)x液體流過粘度管內兩線 (圖A點到B點)的時間(T)˙絕對黏度cP=(動黏度cSt)x(液體密度g/cm3)貨號 型號 動粘度係數cSt 常數 ea/cs 價格eaAK46460-00050AK46460-00100AK46460-00150AK46460-00200AK46460-00300AK46460-00350AK46460-00400501001502003003504000.8~43~157~3520~10050~250100~50024","https://ec.dgs.com.tw/catalog/files/basic-html/page108.html","https://ec.dgs.com.tw/catalog/catalog.html#p=108","2026-02-24T05:56:40.562Z"
"dgs_ecatalog-p108-c3","dgs_ecatalog","A","108","3","3","6460-00300AK46460-00350AK46460-00400501001502003003504000.8~43~157~3520~10050~250100~500240~12000.0040.0150.0350.10.250.51.21111111 ABHubbard比重瓶 KIMBLEBottle, Specific Gravity, Hubbard˙KG-33硼矽酸玻璃製成˙瓶塞有直徑約1.6mm之排氣孔˙適用於測定半固體材料和乳狀液體之比重,譬如瀝青,瀝青水泥,樹脂,油漆,鹵水等貨號 容量mL ODxH(mm) 重g 價格eaAK15110-00024 24 27 x 82 35A基礎實驗器材A-096 以上價格與規格僅供參考 , 請以實際報價為主 沉澱管","https://ec.dgs.com.tw/catalog/files/basic-html/page108.html","https://ec.dgs.com.tw/catalog/catalog.html#p=108","2026-02-24T05:56:40.562Z"
"dgs_ecatalog-p109-c1","dgs_ecatalog","A","109","1","3","李氏比重瓶 KIMBLEBottle, Specific Gravity, Le Chatelier, Class A˙KG-33硼矽酸玻璃製成˙瓶身容量約為250mL,瓶頸中間球狀部分約17mL˙球狀部分以下之刻度由0~1mL,球狀部分以上之刻度由18~24mL,以0.1mL為單位˙標示區為琺瑯材質,印有序號˙適用於測定水泥,砂等細微物質之比重˙誤差為±0.05mL貨號 容量mL ODxH(mm) 磨砂塞 價格eaAK15115-00024 管柱24 瓶身250 90x285 13含水量測定瓶 KIMBLEFlask, Antibiotic Moisture Content˙KG-33硼矽酸玻璃製成˙用於測定片劑、錠劑或膠囊乾燥時的水分損失貨號 描述 價格eaAK881700-00000 含水量測定瓶 2.2mL 貨號 容量mL 光徑mm 價格bxCU-WG01CU-WG053.517.51050玻璃分光比色槽 DGSAbsorption cells,Glass˙光學玻璃材質˙分光用,兩面磨砂˙適用波長340~1000nm˙外徑寬12.5mm高度45mm˙最小訂購量,每盒(bx)2個塑膠比色槽 PS KartellStan","https://ec.dgs.com.tw/catalog/files/basic-html/page109.html","https://ec.dgs.com.tw/catalog/catalog.html#p=109","2026-02-24T05:56:40.562Z"
"dgs_ecatalog-p109-c2","dgs_ecatalog","A","109","2","3","ls,Glass˙光學玻璃材質˙分光用,兩面磨砂˙適用波長340~1000nm˙外徑寬12.5mm高度45mm˙最小訂購量,每盒(bx)2個塑膠比色槽 PS KartellStandard Cell, PS˙PS材質˙適用波長340~800nm˙光徑10mm˙每盒(bx)100個貨號 型式 容量mL 價格bxBK-1937BK-1938BK-1940BK-1960標準型Y型Y型四面透光4.51.52.54.5塑膠比色槽 UV用 PMMA KartellStandard Cell PMMA, UV range˙PMMA材質˙適用於UV光用,波長280~800nm˙光徑10mm˙每盒(bx)100個貨號 型式 容量mL 價格BK-1939BK-1948BK-1941BK-1961BK-1962標準型Y型Y型四面透光比色槽蓋(適用4.5mL)4.51.52.54.5貨號 孔 價格eaBK-260 12比色槽放置架 KartellCuvette Rack, PE˙PE材質˙可放置12支光徑10mm的比色管˙尺寸170x50x15/mm比色槽清洗裝置 witegUtility Washer˙硼矽酸玻璃製成˙適用於比色槽及外徑不超過20","https://ec.dgs.com.tw/catalog/files/basic-html/page109.html","https://ec.dgs.com.tw/catalog/catalog.html#p=109","2026-02-24T05:56:40.562Z"
"dgs_ecatalog-p109-c3","dgs_ecatalog","A","109","3","3","PE˙PE材質˙可放置12支光徑10mm的比色管˙尺寸170x50x15/mm比色槽清洗裝置 witegUtility Washer˙硼矽酸玻璃製成˙適用於比色槽及外徑不超過20mm的瓶子˙清洗器預配500mL GL45血清瓶,可以需求另行更換較大容量的血清瓶˙使用時,右側管嘴接上抽氣幫浦(選配),比色槽倒立插入中央上端清洗口,由清洗槽側倒入清洗劑或蒸餾水,打開幫浦抽氣即可將清洗劑沖入比色槽內清潔,廢液則流到下方血清瓶儲存貨號 清洗槽數量 清洗槽容量mL 價格eaAG-2990111AG-2990211單槽雙槽10050x2A基礎實驗器材以上價格與規格僅供參考 , 請以實際報價為主 A-097比色槽","https://ec.dgs.com.tw/catalog/files/basic-html/page109.html","https://ec.dgs.com.tw/catalog/catalog.html#p=109","2026-02-24T05:56:40.562Z"
"dgs_ecatalog-p110-c1","dgs_ecatalog","A","110","1","5","貨號(原色) 貨號(黑色) 用途 容量mL 光徑長mm 光徑寬mm WxDxH(mm) ea/bx 價格bx 價格bxCU-Q01005CU-Q01010CU-Q01020CU-Q01030CU-Q01040CU-Q01050CU-Q01100CU-Q01005BCU-Q01010BCU-Q01020BCU-Q01030BCU-Q01040BCU-Q01050BCU-Q01100B分光分光分光分光分光分光分光0.170.350.71.01.41.753.551020304050100111111112.5x7.5x4512.5x12.5x4512.5x22.5x4512.5x32.5x4512.5x42.5x4512.5x52.5x4512.5x102.5x452222221CU-Q02005CU-Q02010CU-Q02020CU-Q02030CU-Q02040CU-Q02050CU-Q02100CU-Q02005BCU-Q02010BCU-Q02020BCU-Q02030BCU-Q02040BCU-Q02050BCU-Q02100B分光分光分光分光分光分光分光0.350.71.42.12.83.57.0510203040","https://ec.dgs.com.tw/catalog/files/basic-html/page110.html","https://ec.dgs.com.tw/catalog/catalog.html#p=110","2026-02-24T05:56:40.562Z"
"dgs_ecatalog-p110-c2","dgs_ecatalog","A","110","2","5","2020BCU-Q02030BCU-Q02040BCU-Q02050BCU-Q02100B分光分光分光分光分光分光分光0.350.71.42.12.83.57.051020304050100222222212.5x7.5x4512.5x12.5x4512.5x22.5x4512.5x32.5x4512.5x42.5x4512.5x52.5x4512.5x102.5x452222221CU-Q03005CU-Q03010CU-Q03020CU-Q03030CU-Q03040CU-Q03050CU-Q03100CU-Q03005BCU-Q03010BCU-Q03020BCU-Q03030BCU-Q03040BCU-Q03050BCU-Q03100B分光分光分光分光分光分光分光0.51.02.13.154.25.2510.551020304050100333333312.5x7.5x4512.5x12.5x4512.5x22.5x4512.5x32.5x4512.5x42.5x4512.5x52.5x4512.5x102.5x452222221 CU-Q04005CU-Q04010CU-Q04020CU-Q04030CU-Q040","https://ec.dgs.com.tw/catalog/files/basic-html/page110.html","https://ec.dgs.com.tw/catalog/catalog.html#p=110","2026-02-24T05:56:40.562Z"
"dgs_ecatalog-p110-c3","dgs_ecatalog","A","110","3","5","4512.5x42.5x4512.5x52.5x4512.5x102.5x452222221 CU-Q04005CU-Q04010CU-Q04020CU-Q04030CU-Q04040CU-Q04050CU-Q04100CU-Q04005BCU-Q04010BCU-Q04020BCU-Q04030BCU-Q04040BCU-Q04050BCU-Q04100B分光分光分光分光分光分光分光0.71.42.84.25.67.014.051020304050100444444412.5x7.5x4512.5x12.5x4512.5x22.5x4512.5x32.5x4512.5x42.5x4512.5x52.5x4512.5x102.5x452222221CU-Q05005CU-Q05010CU-Q05020CU-Q05030CU-Q05040CU-Q05050CU-Q05100CU-Q05005BCU-Q05010BCU-Q05020BCU-Q05030BCU-Q05040BCU-Q05050BCU-Q05100B分光分光分光分光分光分光分光0.851.753.55.257.08.7517.55102030405010055555","https://ec.dgs.com.tw/catalog/files/basic-html/page110.html","https://ec.dgs.com.tw/catalog/catalog.html#p=110","2026-02-24T05:56:40.562Z"
"dgs_ecatalog-p110-c4","dgs_ecatalog","A","110","4","5","BCU-Q05040BCU-Q05050BCU-Q05100B分光分光分光分光分光分光分光0.851.753.55.257.08.7517.551020304050100555555512.5x7.5x4512.5x12.5x4512.5x22.5x4512.5x32.5x4512.5x42.5x4512.5x52.5x4512.5x102.5x452222221CU-Q10005CU-Q10010CU-Q10020CU-Q10030CU-Q10040CU-Q10050CU-Q10100分光分光分光分光分光分光分光1.73.57.010.514.017.535.0510203040501001010101010101012.5x7.5x4512.5x12.5x4512.5x22.5x4512.5x32.5x4512.5x42.5x4512.5x52.5x4512.5x102.5x452222221 CU-WQ01ACU-FMQ01CU-FMQ02CU-FMQ03CU-FMQ04CU-FQ01CU-FQ01A分光螢光螢光螢光螢光螢光螢光3.50.350.711.43.53.510101010101010101234101012","https://ec.dgs.com.tw/catalog/files/basic-html/page110.html","https://ec.dgs.com.tw/catalog/catalog.html#p=110","2026-02-24T05:56:40.562Z"
"dgs_ecatalog-p110-c5","dgs_ecatalog","A","110","5","5","U-FMQ03CU-FMQ04CU-FQ01CU-FQ01A分光螢光螢光螢光螢光螢光螢光3.50.350.711.43.53.510101010101010101234101012.5x12.5x4512.5x12.5x4512.5x12.5x4512.5x12.5x4512.5x12.5x4512.5x12.5x4512.5x12.5x452222222石英比色槽 DGSCells,Quartz˙遠紫外石英玻璃材質,超音波黏合槽體˙分光用為兩面磨砂,螢光用為四面透光˙適用波長190~2500nm˙空比色槽於200nm波長透射值約80% ,絕對偏差值最大為0.5%˙CU-WQ01A/FQ01A為一體成型˙最小訂購量bxHwD比色槽容量光徑寬光徑長 分光比色槽 螢光比色槽A基礎實驗器材A-098 以上價格與規格僅供參考 , 請以實際報價為主 比色槽","https://ec.dgs.com.tw/catalog/files/basic-html/page110.html","https://ec.dgs.com.tw/catalog/catalog.html#p=110","2026-02-24T05:56:40.562Z"
"dgs_ecatalog-p111-c1","dgs_ecatalog","A","111","1","3","呈色反應盤 PE KartellColorimetric Tray, PE˙PE材質,半透明˙具3凹孔˙適用於顏色之對比貨號 LxWxHx孔徑mm ea/pk 價格eaBK-356 85x28x7x21 10 呈色反應盤 PS KartellColorimetric Tray, PS˙PS材質,透明˙具8凹孔˙適用於顏色之對比貨號 LxWxHx孔徑mm ea/pk 價格eaBK-357 95x57x2x15 10呈色反應盤 經濟型Colorimeter Tray, Ceramic˙陶瓷材質˙適用於顏色之對比貨號 孔 長x寬x厚mm 孔徑mm 價格eaD76-03006D76-0301261285x54x11112x90x122121呈色反應盤Colorimeter Tray, Ceramic˙陶瓷材質˙適用於顏色之對比貨號 孔 LxW(mm) 價格eaA76S-J462A76S-J220612106x71112x92納氏比色管Tube, Color Comparison, Nessler˙加工製品˙Nessler納氏比色法專用比色管˙硼矽酸玻璃製成,透明度高貨號 容量mL ODxH(mm) 備註 價格eaDG45310-00","https://ec.dgs.com.tw/catalog/files/basic-html/page111.html","https://ec.dgs.com.tw/catalog/catalog.html#p=111","2026-02-24T05:56:40.562Z"
"dgs_ecatalog-p111-c2","dgs_ecatalog","A","111","2","3","Comparison, Nessler˙加工製品˙Nessler納氏比色法專用比色管˙硼矽酸玻璃製成,透明度高貨號 容量mL ODxH(mm) 備註 價格eaDG45310-00050DG45310-00100DG45310A-00050DG45310A-00100501005010020x30025x37520x30025x375平口平口附磨砂塞附磨砂塞壓克力比色管架Tubes Rack, Color Comparison˙納氏比色管50/100mL專用架˙透明壓克力製成,輕便堅固貨號 孔徑mm 孔數 價格eaDG45310-00000 27 10 玻璃珠 KIMBLEBeads, Solid Glass, Borosilicate˙KG-33硼矽酸玻璃製成˙可耐高溫與低溫液體或蒸氣˙可用於蒸餾裝置,亦可當沸石使用˙珠體堅固耐用貨號 直徑mm lb 價格lb. AK13500-00003AK13500-00004AK13500-00005AK13500-0000634561111玻璃珠 BOECOBeads, Solid Glass˙Soda Lime玻璃製成˙可耐高溫與低溫液體或蒸氣˙可用於蒸餾裝置,亦當沸石使用貨號","https://ec.dgs.com.tw/catalog/files/basic-html/page111.html","https://ec.dgs.com.tw/catalog/catalog.html#p=111","2026-02-24T05:56:40.562Z"
"dgs_ecatalog-p111-c3","dgs_ecatalog","A","111","3","3","3500-0000634561111玻璃珠 BOECOBeads, Solid Glass˙Soda Lime玻璃製成˙可耐高溫與低溫液體或蒸氣˙可用於蒸餾裝置,亦當沸石使用貨號 直徑mm kg 價格kgAB13500-00012AB13500-00013AB13500-00014AB13500-00015AB13500-00016AB13500-00017AB13500-00018AB13500-00019AB13500-000112345678910111111111 錶面皿 NORMAXWatch Glass˙玻璃邊緣經加工,質感纖細˙規格由外徑40~120mm貨號 Ø(mm) ea/bx 價格eaANX-4132124ANX-4132132ANX-4132134ANX-4132136ANX-4132141ANX-4132144ANX-4132146ANX-41321504050607080901001201010101010101010A基礎實驗器材以上價格與規格僅供參考 , 請以實際報價為主 A-099呈色反應盤","https://ec.dgs.com.tw/catalog/files/basic-html/page111.html","https://ec.dgs.com.tw/catalog/catalog.html#p=111","2026-02-24T05:56:40.562Z"
